2024-08-28T00:00:59Z,gym,3,80
2024-08-28T00:01:58Z,gym,3,80
2024-08-28T00:02:58Z,gym,3,80
2024-08-28T00:03:59Z,gym,3,80
2024-08-28T00:04:59Z,gym,3,80
2024-08-28T00:05:59Z,gym,3,80
2024-08-28T00:06:58Z,gym,3,80
2024-08-28T00:07:59Z,gym,4,80
2024-08-28T00:08:58Z,gym,4,80
2024-08-28T00:09:59Z,gym,4,80
2024-08-28T00:10:58Z,gym,4,80
2024-08-28T00:11:59Z,gym,4,80
2024-08-28T00:12:59Z,gym,5,80
2024-08-28T00:13:59Z,gym,5,80
2024-08-28T00:14:59Z,gym,5,80
2024-08-28T00:15:59Z,gym,4,80
2024-08-28T00:16:59Z,gym,4,80
2024-08-28T00:17:59Z,gym,5,80
2024-08-28T00:18:58Z,gym,6,80
2024-08-28T00:19:59Z,gym,6,80
2024-08-28T00:20:58Z,gym,6,80
2024-08-28T00:21:58Z,gym,7,80
2024-08-28T00:22:58Z,gym,7,80
2024-08-28T00:23:59Z,gym,7,80
2024-08-28T00:24:58Z,gym,6,80
2024-08-28T00:25:58Z,gym,6,80
2024-08-28T00:26:59Z,gym,6,80
2024-08-28T00:27:59Z,gym,6,80
2024-08-28T00:28:59Z,gym,6,80
2024-08-28T00:29:59Z,gym,7,80
2024-08-28T00:30:59Z,gym,7,80
2024-08-28T00:31:58Z,gym,7,80
2024-08-28T00:32:58Z,gym,7,80
2024-08-28T00:33:58Z,gym,7,80
2024-08-28T00:34:58Z,gym,7,80
2024-08-28T00:35:59Z,gym,8,80
2024-08-28T00:36:58Z,gym,8,80
2024-08-28T00:37:58Z,gym,8,80
2024-08-28T00:38:58Z,gym,8,80
2024-08-28T00:39:58Z,gym,8,80
2024-08-28T00:41:00Z,gym,8,80
2024-08-28T00:41:59Z,gym,8,80
2024-08-28T00:42:58Z,gym,9,80
2024-08-28T00:43:58Z,gym,9,80
2024-08-28T00:44:59Z,gym,9,80
2024-08-28T00:45:58Z,gym,8,80
2024-08-28T00:46:58Z,gym,8,80
2024-08-28T00:47:58Z,gym,8,80
2024-08-28T00:48:58Z,gym,8,80
2024-08-28T00:49:58Z,gym,8,80
2024-08-28T00:50:58Z,gym,9,80
2024-08-28T00:51:58Z,gym,9,80
2024-08-28T00:52:58Z,gym,8,80
2024-08-28T00:53:58Z,gym,8,80
2024-08-28T00:54:59Z,gym,8,80
2024-08-28T00:55:58Z,gym,9,80
2024-08-28T00:56:59Z,gym,9,80
2024-08-28T00:57:59Z,gym,9,80
2024-08-28T00:58:59Z,gym,9,80
2024-08-28T00:59:59Z,gym,9,80
2024-08-28T01:00:59Z,gym,9,80
2024-08-28T01:01:58Z,gym,9,80
2024-08-28T01:02:59Z,gym,9,80
2024-08-28T01:03:58Z,gym,9,80
2024-08-28T01:04:58Z,gym,9,80
2024-08-28T01:05:59Z,gym,9,80
2024-08-28T01:06:58Z,gym,9,80
2024-08-28T01:07:59Z,gym,9,80
2024-08-28T01:08:58Z,gym,10,80
2024-08-28T01:09:59Z,gym,11,80
2024-08-28T01:10:59Z,gym,11,80
2024-08-28T01:11:58Z,gym,12,80
2024-08-28T01:12:58Z,gym,12,80
2024-08-28T01:13:58Z,gym,12,80
2024-08-28T01:14:59Z,gym,11,80
2024-08-28T01:15:59Z,gym,10,80
2024-08-28T01:16:59Z,gym,10,80
2024-08-28T01:17:59Z,gym,10,80
2024-08-28T01:18:59Z,gym,10,80
2024-08-28T01:19:59Z,gym,10,80
2024-08-28T01:20:59Z,gym,10,80
2024-08-28T01:21:59Z,gym,11,80
2024-08-28T01:22:59Z,gym,11,80
2024-08-28T01:23:59Z,gym,12,80
2024-08-28T01:24:59Z,gym,12,80
2024-08-28T01:25:58Z,gym,11,80
2024-08-28T01:26:58Z,gym,11,80
2024-08-28T01:27:59Z,gym,11,80
2024-08-28T01:28:59Z,gym,12,80
2024-08-28T01:29:59Z,gym,14,80
2024-08-28T01:30:58Z,gym,14,80
2024-08-28T01:31:59Z,gym,14,80
2024-08-28T01:32:59Z,gym,14,80
2024-08-28T01:33:59Z,gym,14,80
2024-08-28T01:34:59Z,gym,18,80
2024-08-28T01:35:59Z,gym,18,80
2024-08-28T01:36:59Z,gym,18,80
2024-08-28T01:37:58Z,gym,18,80
2024-08-28T01:38:59Z,gym,18,80
2024-08-28T01:39:59Z,gym,18,80
2024-08-28T01:40:58Z,gym,19,80
2024-08-28T01:41:59Z,gym,19,80
2024-08-28T01:42:59Z,gym,19,80
2024-08-28T01:43:58Z,gym,19,80
2024-08-28T01:44:58Z,gym,19,80
2024-08-28T01:45:59Z,gym,19,80
2024-08-28T01:46:58Z,gym,19,80
2024-08-28T01:47:58Z,gym,19,80
2024-08-28T01:48:59Z,gym,19,80
2024-08-28T01:49:58Z,gym,20,80
2024-08-28T01:50:59Z,gym,20,80
2024-08-28T01:51:58Z,gym,21,80
2024-08-28T01:52:59Z,gym,20,80
2024-08-28T01:53:58Z,gym,21,80
2024-08-28T01:54:58Z,gym,21,80
2024-08-28T01:55:58Z,gym,21,80
2024-08-28T01:56:58Z,gym,21,80
2024-08-28T01:57:58Z,gym,21,80
2024-08-28T01:58:59Z,gym,21,80
2024-08-28T01:59:59Z,gym,21,80
2024-08-28T02:00:58Z,gym,21,80
2024-08-28T02:01:58Z,gym,21,80
2024-08-28T02:02:58Z,gym,21,80
2024-08-28T02:03:58Z,gym,22,80
2024-08-28T02:04:59Z,gym,22,80
2024-08-28T02:05:58Z,gym,24,80
2024-08-28T02:06:59Z,gym,24,80
2024-08-28T02:07:59Z,gym,24,80
2024-08-28T02:08:59Z,gym,24,80
2024-08-28T02:09:59Z,gym,24,80
2024-08-28T02:10:58Z,gym,25,80
2024-08-28T02:11:58Z,gym,25,80
2024-08-28T02:12:58Z,gym,25,80
2024-08-28T02:13:59Z,gym,25,80
2024-08-28T02:14:59Z,gym,25,80
2024-08-28T02:15:59Z,gym,28,80
2024-08-28T02:16:58Z,gym,28,80
2024-08-28T02:17:59Z,gym,28,80
2024-08-28T02:18:59Z,gym,28,80
2024-08-28T02:19:58Z,gym,28,80
2024-08-28T02:20:59Z,gym,28,80
2024-08-28T02:21:58Z,gym,28,80
2024-08-28T02:22:58Z,gym,27,80
2024-08-28T02:23:58Z,gym,28,80
2024-08-28T02:24:58Z,gym,27,80
2024-08-28T02:25:59Z,gym,27,80
2024-08-28T02:26:59Z,gym,26,80
2024-08-28T02:27:58Z,gym,26,80
2024-08-28T02:28:58Z,gym,26,80
2024-08-28T02:29:59Z,gym,25,80
2024-08-28T02:30:58Z,gym,25,80
2024-08-28T02:31:58Z,gym,24,80
2024-08-28T02:32:58Z,gym,23,80
2024-08-28T02:33:59Z,gym,22,80
2024-08-28T02:34:58Z,gym,21,80
2024-08-28T02:35:59Z,gym,21,80
2024-08-28T02:36:58Z,gym,21,80
2024-08-28T02:37:58Z,gym,21,80
2024-08-28T02:38:58Z,gym,21,80
2024-08-28T02:39:59Z,gym,23,80
2024-08-28T02:40:59Z,gym,23,80
2024-08-28T02:41:58Z,gym,23,80
2024-08-28T02:42:58Z,gym,23,80
2024-08-28T02:43:58Z,gym,23,80
2024-08-28T02:44:58Z,gym,23,80
2024-08-28T02:45:58Z,gym,23,80
2024-08-28T02:46:58Z,gym,23,80
2024-08-28T02:47:59Z,gym,23,80
2024-08-28T02:48:58Z,gym,23,80
2024-08-28T02:49:58Z,gym,22,80
2024-08-28T02:50:59Z,gym,21,80
2024-08-28T02:51:58Z,gym,21,80
2024-08-28T02:52:58Z,gym,21,80
2024-08-28T02:53:59Z,gym,20,80
2024-08-28T02:54:58Z,gym,18,80
2024-08-28T02:55:58Z,gym,16,80
2024-08-28T02:56:58Z,gym,18,80
2024-08-28T02:57:58Z,gym,19,80
2024-08-28T02:58:58Z,gym,19,80
2024-08-28T02:59:59Z,gym,19,80
2024-08-28T03:00:59Z,gym,19,80
2024-08-28T03:01:59Z,gym,18,80
2024-08-28T03:02:58Z,gym,18,80
2024-08-28T03:03:58Z,gym,18,80
2024-08-28T03:04:58Z,gym,18,80
2024-08-28T03:05:59Z,gym,18,80
